"Rest ID","Venue","Region","Suburb","Postcode","Start Balance","Change","Current (11/04/26)","Portfolio Start Date","AM Name"
"C0468703-70C0-4675-8A33-713B659C3861","Burleigh Leagues Club","Gold Coast","Burleigh Heads","4220","140","0.00","140","1/04/26","Pippa Keddie"
"FC7BE0B6-6286-4DDE-9F74-C870A646B5C1","Croft Restaurant","Sydney","Sydney City","2000","140","0.00","140","1/04/26","Elliot Rayment"
"AFC82065-0455-4D22-82CC-C47538647B0E","Cheeky's Pizza + Bar","Sydney","Darlinghurst","2010","140","0.00","140","1/04/26","Jordan Wellard"
"8D622CF4-C0CC-4830-88A6-68A609C0F02E","Roll'd Southland","Melbourne","Moorabbin","3192","140","0.00","140","1/04/26","Tania Marinopoulos"
"385F8258-60EA-45AF-A31A-B601D25FA091","Scugnizzi - Italian Pizza and Pasta","Brisbane","Brisbane City","4000","140","0.00","140","1/04/26","Matthew Behan"
"AFBBE318-4920-4C81-A77E-549FFAB7E732","Lone Star Rib House & Brews - Hawthorn","Adelaide","Greater Adelaide","5062","139","0.00","139","1/04/26","Gabriella Szabo"
"99925C16-79AB-4174-B604-A0C55940E693","Circles Bar & Restaurant","Adelaide","Adelaide City","5000","138.125","0.00","138.125","NA","Gabriella Szabo"
"EAAAA7B4-5EAB-51F6-FF38-8713AE65E900","Jounieh","Sydney","Sydney City","2000","138","0.00","138","1/04/26","Brianna Quinn"
"BDAD8334-9B00-477F-A8B4-F569EAC30890","Snow Monkey Ramen - South Yarra","Melbourne","South Melbourne","3141","137.625","0.00","137.625","1/04/26","Jay Franklin"
"A2E2565C-AF2C-4CA8-9D33-34A7EE7D5485","Eastwood","Melbourne","Glen Waverley","3151","137.5","0.00","137.5","1/04/26","Tania Marinopoulos"
"7BD93152-F917-41F8-854B-473619252ACE","Tippler's Tap","Brisbane","South Brisbane","4101","136.938","0.00","136.938","1/04/26","Matthew Behan"
"AE4FC845-0055-4AF9-8AA2-384F4DED8B12","Plus Coffee & Co - Flinders Ln","Melbourne","Melbourne City","3000","136.25","0.00","136.25","1/04/26","Jay Franklin"
"EA96B779-F9CC-4580-B5F4-117BBEA60417","The Clifford - Ripponlea","Melbourne","Caulfield","3185","143.75","-7.50","136.25","1/04/26","Orel Cohen Berenson"
"91CB9E79-BCD2-4444-88A2-59E96D57CDBB","Jane Doe Bar","Melbourne","South Melbourne","3181","136","0.00","136","1/04/26","Tania Marinopoulos"
"8298C7DA-49CB-4267-BA82-028D093ABE20","Alamanda Cafe & Bistro","Melbourne","North West","3030","136","0.00","136","3/04/26","Aaron Pantazis"
"B6259F22-F3DB-4FC4-9FEB-55397BBA7DC2","Rashays - Sunshine","Melbourne","Footscray","3020","135.75","0.00","135.75","1/04/26","Josephine Fatorma"
"7116376F-6FEF-4295-A4E6-ED00A9349A2B","Exotic Indian Restaurant and Function Centre","Sydney","Far West","2760","135","0.00","135","1/04/26","Josephine Fatorma"
"5EDAE79E-B944-4518-9330-A59088C87CD1","Stitch Coffee - Broadway","Sydney","Sydney City","2007","135","0.00","135","1/04/26","Elliot Rayment"
"36794FD6-06C0-4C43-88A2-BE669A6413D3","The Emerald Peacock","Melbourne","South Melbourne","3004","135","0.00","135","1/04/26","Cameron Landis"
"F7D4C6FA-4C6E-4C59-9669-D9F57DA6D055","Coastal Bagels","Sunshine Coast","Sunshine Coast","4558","135","0.00","135","1/04/26","Mark Savaille"
"2B81CD28-2026-4217-A941-B7744A6C05D8","Bamboo Kitchen","Brisbane","Moreton","4500","135","0.00","135","1/04/26","Jessie Helyar"
"7788ED07-2563-41E4-871C-8C0E8025A071","Snow Monkey Ramen - Brunswick","Melbourne","Brunswick","3056","135","0.00","135","1/04/26","Jay Franklin"
"0F913F18-356A-4552-8754-0A7302DBC8DA","The Yiros Shop - Chermside","Brisbane","Outer Brisbane","4032","0","135.00","135","NA","Matthew Behan"
"486A5597-19DA-48D4-AFA2-EB183B30666D","Please Say Please","Adelaide","Adelaide City","5000","134.25","0.00","134.25","1/04/26","Elodie Fitzsimmons"
"212108AA-D8E0-4750-8910-6D5B4121D4A0","Taj Indian Sweets & Restaurant - Surry Hills","Sydney","Darlinghurst","2010","134.25","0.00","134.25","1/04/26","Elliot Rayment"
"DE61F16E-D85E-4DED-A105-F196D13D7C30","Domenicos Pizza & Pastaria; Beer Garden - Footscray","Melbourne","Yarraville","3011","134","0.00","134","1/04/26","Tom Mcgay"
"A3E5A022-AFC3-44A1-B9EF-BD65E6F4F41A","Zambrero - Yarraville","Melbourne","Yarraville","3013","134","0.00","134","1/04/26","Tom Mcgay"
"B00C2AB1-E1B0-47A4-A7F2-73E9E18040C4","Ahadu Ethiopian Restaurant & Cafe","Melbourne","Footscray","3020","133.375","0.00","133.375","1/04/26","Josephine Fatorma"
"33491CBB-23E0-48EA-A609-D175BD55A7CE","Villas Restaurant & Bar","Melbourne","Melbourne City","3000","133.25","0.00","133.25","1/04/26","Jay Franklin"
"149A9D98-DA6E-4A2D-AABA-0F44C1A1C404","Joey Smalls","Melbourne","Brunswick","3056","133.125","0.00","133.125","1/04/26","Cameron Landis"
"D8EA79FC-5958-44F0-9ECF-36263F2B1C5B","Petit Bistro & Wine Bar","Sydney","Sydney City","2008","90","42.50","132.5","1/04/26","Elliot Rayment"
"F268A963-EB12-4F8C-B1D7-26393E17A0D8","Cloves Fine Indian Restaurant","Melbourne","Doncaster","3103","132.375","0.00","132.375","1/04/26","Aaron Pantazis"
"94B55ACB-4230-4A84-9779-DC45CE4C38FA","Royal Stacks - Spotswood","Melbourne","Yarraville","3015","0","132.00","132","NA","Cameron Landis"
"9FFB54DE-AF71-46F4-8EF9-4941D5408E76","Royal Stacks - Moonee Ponds","Melbourne","Essendon","3039","0","132.00","132","NA","Cameron Landis"
"59F1BC76-DF5F-4217-A8D4-458490EA5FE2","Royal Stacks - Collins Street","Melbourne","Melbourne City","3000","0","132.00","132","NA","Cameron Landis"
"43702BCB-183C-4C92-B862-0CA842AE0364","Bark","Perth","Claremont","6008","65.625","65.63","131.25","NA","Jai Richards"
"04CA84BB-16D5-4343-84DD-B2E32ACD1359","Lone Star Rib House & Brews - Hallett Cove","Adelaide","Southern Suburbs","5158","0","131.25","131.25","1/04/26","Elodie Fitzsimmons"
"D2B7FB38-5133-46BF-A8EB-75826881F41C","Marina Lunga - Balmain","Sydney","Balmain","2041","130.938","0.00","130.938","1/04/26","Jasmine Jung"
"6849ECDA-E49A-4ADE-9477-D1E75B39B0A4","Everest Tea House","Adelaide","Southern Suburbs","5158","130","0.00","130","1/04/26","Elodie Fitzsimmons"
"52C271EE-7E18-41E3-876E-C0D6FA4CF0C3","Honki Tonki - Hindley Street","Adelaide","Adelaide City","5000","129.5","0.00","129.5","24/04/26","Gabriella Szabo"
"F6A6335E-6627-424B-959A-CA096271ECE9","Authentic Bites Dumpling House - Karrinyup","Perth","Scarborough","6018","129.375","0.00","129.375","1/04/26","Libby Egan"
"FFD35CD3-B473-443E-BD3E-888640F9A7C0","Oasis Pizza and Pasta - Brickworks Torrensville","Adelaide","North Adelaide","5031","108","21.00","129","1/04/26","Elodie Fitzsimmons"
"972B6C5D-CD02-4A39-AC4F-EDD2B2508F90","Dachshund Coffee - Hunters Hill","Sydney","Gladesville","2110","128.25","0.00","128.25","1/04/26","Nader Masrour"
"E891FD78-0883-4355-8DE2-25456AC2A515","Umami Tokyo | Izakaya Bar & Restaurant","Melbourne","South Melbourne","3181","133.375","-5.75","127.625","1/04/26","Tania Marinopoulos"
"3ABAC408-6EE3-44D5-90A2-2941E2B67C29","Punjabi Curry Cafe","Melbourne","Fitzroy","3066","127.5","0.00","127.5","1/04/26","Jay Franklin"
"83BE4F04-68E3-4E8F-FF0E-BFBDBC86B500","The Clove Fine Dining","Sydney","Eastern Beaches","2034","127.5","0.00","127.5","1/04/26","Jordan Wellard"
"3457B392-9CA5-4CA6-9E6C-9510B3547CC6","Squeaky Clean Bar","Canberra","North Canberra","2601","127.5","0.00","127.5","1/04/26","Lukas Symonds"
"4EAD5A3E-2CFB-4BDE-A1DE-B81694CB104C","Paradise Bar & Restaurant","Gold Coast","Central Area","4217","127.5","0.00","127.5","1/04/26","Pippa Keddie"
"81008BA0-7F5C-43A9-9D14-F0C75FF1EB72","Ombra Italian - Newstead","Brisbane","Brisbane City","4006","187","-60.00","127","1/04/26","Matthew Behan"
"37448316-DFA7-411C-9E34-01FC88DC8AB9","Urban Crust Pizza and Pasta","Melbourne","Dandenong","3175","0","126.88","126.875","NA","Jessie Helyar"
"A6776E0D-F37D-4B20-98B9-36DD109FCB03","Cafe Del Mar - Sydney","Sydney","Sydney City","2000","126.25","0.00","126.25","1/04/26","Elliot Rayment"
"8032D41D-76E7-481C-A423-FAB2ED3CD19F","Volume One Espresso - Concord","Sydney","Strathfield","2137","126.25","0.00","126.25","1/04/26","Sam Pundol"
"E69B286F-99D3-41CD-A93C-EBE8839EF373","Thornbury Taphouse","Melbourne","Brunswick","3071","125","0.00","125","1/04/26","Cameron Landis"
"F6171D7C-ADF6-42A8-BCAF-727B9DD04D55","Spice Nightlife","Brisbane","Brisbane City","4006","125","0.00","125","1/04/26","Matthew Behan"
"585205E8-B9CC-4AB3-B3F0-A3B5E3326630","Kalyx Lounge Bar & Club","Sydney","Eastern Beaches","2031","125","0.00","125","1/04/26","Josephine Fatorma"
"23F943B5-56F8-47A3-8F7C-EEC5A51BFC81","The Emerson Rooftop Bar and Club","Melbourne","South Melbourne","3141","0","124.69","124.688","NA","Tania Marinopoulos"
"39886E5E-80CE-4504-90D7-F9FACED46D15","The Aviary Hotel","Melbourne","Fitzroy","3067","124.375","0.00","124.375","3/04/26","Nicole Orr"
"2EDACB6A-2332-4D62-9CDB-AB12A5257470","La Cantina - Mascot","Sydney","Botany Bay","2020","124.375","0.00","124.375","1/04/26","Josephine Fatorma"
"8669C991-0A6E-4016-BD05-936F7C95E733","Fatboys Phillys - Hoppers Crossing","Melbourne","North West","3029","124","0.00","124","1/04/26","Aaron Pantazis"
"8408693F-5FB2-4DA8-B0C2-FBE6DED6C131","Pattysmiths Labrador","Gold Coast","Burleigh Heads","4226","124","0.00","124","1/04/26","Pippa Keddie"
"B733BFC8-630F-4C69-B8CA-3F28341BEF33","Johnny's Kebab Burger & Grill","Perth","East Victoria Park","6101","124","0.00","124","1/04/26","Libby Egan"
"477FFB00-8CF5-4289-B414-60B97CFC8DBB","Broaster Chicken - Newtown","Sydney","Inner West","2042","124","0.00","124","1/04/26","Nader Masrour"
"F3B75545-F781-4C1C-9864-7D545401C207","Winter's Burgers","Adelaide","Southern Suburbs","5169","124","0.00","124","1/04/26","Elodie Fitzsimmons"
"769F8BC7-0BDF-44A5-822F-AA8C6A1DCBD9","Sinatra's Pizza & Pasta","Perth","East Victoria Park","6101","124","0.00","124","1/04/26","Libby Egan"
"C43708EB-9E81-4A51-BF0E-3A8D21A64E3C","Glenelg Tikka N Talk","Adelaide","Glenelg & Brighton","5045","0","124.00","124","NA","Gabriella Szabo"
"A18F7D79-5F9D-472B-A90C-BADBDD576F66","Soultrap Bar","Sydney","Darlinghurst","2010","123.75","0.00","123.75","13/04/26","Jordan Wellard"
"CB2AFA38-5C62-4FA2-BA4E-017792BB6AEA","Fusion 6 Banquets - Langford","Perth","Cannington","6147","123.75","0.00","123.75","1/04/26","Jai Richards"
"AF2A64FF-7582-434E-9E17-628FE33D66E4","Mickey’s Cafe","Brisbane","Outer Brisbane","4007","123.75","0.00","123.75","1/04/26","Jessie Helyar"
"C27A8D5B-F20C-47EE-BBB6-2046786AC983","BD Dine","Canberra","Gungahlin","2914","123.75","0.00","123.75","1/04/26","Lukas Symonds"
"F48E4EC2-2956-4B5F-A8E3-601B18CDC43E","Safari Lounge - Grill & Bar","Melbourne","Caulfield","3145","123.25","0.00","123.25","6/04/26","Orel Cohen Berenson"
"E88C073E-DE7B-42F9-9C04-FB68CFDD004E","Sao Bar & BBQ","Melbourne","Melbourne City","3000","123.125","0.00","123.125","1/04/26","Tom Mcgay"
"68025417-947F-4390-9FA7-A1A3E74B194C","The Re-Up","Melbourne","Essendon","3039","108.75","14.00","122.75","1/04/26","Tom Mcgay"
"C46E9BA7-8B7F-4EBD-8032-466006D43012","Fuska House - St Mary's","Sydney","Far West","2760","122.5","0.00","122.5","1/04/26","Josephine Fatorma"
"0BB7221B-68C0-47DA-822F-FE748E57538E","Divino Osteria","Sydney","Inner East Suburbs","2011","122","0.00","122","1/04/26","Jordan Wellard"
"0E8553A8-E69D-4962-A216-483CD13A995C","Sahib E Swad - Clayton","Melbourne","Clayton","3168","121.875","0.00","121.875","1/04/26","Aaron Pantazis"
"887216FE-D5A6-4D2A-BC5F-9A7DFCF59CB0","The Motley Bauhaus","Melbourne","Fitzroy","3053","121.875","0.00","121.875","1/04/26","Jay Franklin"
"12E553A7-2763-40FB-A7B1-A6B46800441D","Penny's Hotel","Sydney","Inner East Suburbs","2011","121.5","0.00","121.5","1/04/26","Jordan Wellard"
"789628BE-600D-4376-9E93-75BE3E0978D7","B&Bean","Melbourne","Hawthorn","3122","121.25","0.00","121.25","1/04/26","Cameron Landis"
"AF1ED377-33E5-4196-A8F4-3AFF6A7151A6","Mr Chester Wine Bar & Bistro","Brisbane","Brisbane City","4006","121.25","0.00","121.25","1/04/26","Matthew Behan"
"F5613EB8-B508-4836-874C-488BE7216834","Biryani Place - Springwood","Brisbane","South Brisbane","4127","314","-192.75","121.25","1/04/26","Jessie Helyar"
"42ED26F8-6473-D219-FF87-8F98D2446900","The Colonial British Indian Darlinghurst","Sydney","Darlinghurst","2010","121.25","0.00","121.25","1/04/26","Jordan Wellard"
"03791399-947F-49DC-B078-668845DFF8C0","Ben & Jerry's Sundae","Melbourne","Melbourne City","3000","93","28.00","121","1/04/26","Tom Mcgay"
"A73E2B0C-E9FC-4379-BCC5-08754FA1D33E","Food Hall CBD","Melbourne","Melbourne City","3000","120.5","0.00","120.5","1/04/26","Tom Mcgay"
"021D9CE6-FEF0-43B5-9B45-E5FA8DBA43F4","Snow Monkey Ramen - CBD","Melbourne","Melbourne City","3000","120.25","0.25","120.5","1/04/26","Jay Franklin"
"A4F064F2-DA63-40EE-ABBC-101196D75130","Carlo's Kitchen - Mango Hill","Brisbane","Moreton","4509","120","0.00","120","1/04/26","Jessie Helyar"
"7C6B5ADC-36EE-4291-B739-0506F948E0CD","Colombo Social","Sydney","Inner West","2042","120","0.00","120","1/04/26","Elliot Rayment"
"EACCED9E-1648-48FF-B2AE-713CCFA72421","Roll'd Bondi Junction","Sydney","Eastern Suburbs","2022","120","0.00","120","1/04/26","Jordan Wellard"
"B3C10C0A-FDF8-4A80-8458-155A278F301F","Sawdust Hotel - Gladesville","Sydney","Gladesville","2111","120","0.00","120","1/04/26","Nader Masrour"
"927FD3AB-609B-48B5-B6AB-6703BFE75884","Manly Grill","Sydney","Manly","2095","120","0.00","120","1/04/26","Jasmine Jung"
"8753F2ED-B79D-4A9D-BBF7-D826243F1BFE","Sweet Soon - Hindley St ","Adelaide","Adelaide City","5000","119.688","0.00","119.688","1/04/26","Gabriella Szabo"
"C3C8C474-8B52-4B59-B527-27C73AE02612","Rumble Restaurant Pyrmont","Sydney","Sydney City","2009","119.375","0.00","119.375","1/04/26","Jasmine Jung"
"6F1E1F17-6592-44E5-8A63-0D710C9239FA","Hard Fizz Taproom","Gold Coast","Burleigh Heads","4220","118.75","0.00","118.75","1/04/26","Pippa Keddie"
"CABD7314-1572-4D2F-8F86-48B2B6766767","Brooksy Bar","Sydney","Sydney City","2000","118.125","0.00","118.125","1/04/26","Josephine Fatorma"
"33BC4E48-277D-48F1-B094-EBDD94753038","Il Sogno","Melbourne","Hawthorn","3127","117.5","0.00","117.5","1/04/26","Nicole Orr"
"32097E14-4157-4219-8DA5-D718FEEB7DAF","Exotic Indian Curries - Haberfield","Sydney","Ashfield","2045","117.5","0.00","117.5","1/04/26","Nader Masrour"
"AE093CBD-31CD-4CC4-9C6A-5AC5E272B431","Sindoor Indian Restaurant - Ashfield","Sydney","Ashfield","2131","117.5","0.00","117.5","1/04/26","Nader Masrour"
"CD012058-EDDB-4CB0-9960-BD491F71CF0D","Basilico Prospect - Authentic Wood Fired Pizza","Adelaide","North Adelaide","5082","117.5","0.00","117.5","1/04/26","Gabriella Szabo"
"808B0F61-5949-4749-B767-174AB1D4AC67","The Fitzroy Beer Garden","Melbourne","Fitzroy","3065","116.562","0.00","116.562","1/04/26","Tom Mcgay"
"9E345433-FF74-4ACD-ABC8-BFC16D35058E","Auvers Dining Darling Square","Sydney","Sydney City","2000","116.5","0.00","116.5","1/04/26","Elliot Rayment"
"10AA845A-93CA-4380-93D0-67E8677DA2A7","The Grill Social","Melbourne","South Melbourne","3181","116.25","0.00","116.25","1/04/26","Jessie Helyar"
"7CBC1792-F16A-438B-B3D6-7D21CA191F0C","Mr Wilkinson","Melbourne","Brunswick","3057","115.188","1.00","116.188","1/04/26","Cameron Landis"
"ED58BB0F-3437-4117-BD02-76404365109C","Temple Of Spices Indian + Vegan Restaurant","Gold Coast","Central Area","4218","116","0.00","116","1/04/26","Pippa Keddie"
"8E7BB82B-E25C-4C53-B1DA-F31DA027224F","The Surf Club - Burleigh Heads","Gold Coast","Burleigh Heads","4220","116","0.00","116","1/04/26","Pippa Keddie"
"E0001169-1185-4E68-88C7-D7CD6C5D7A1E","Roasting Warehouse - South Fremantle","Perth","Freemantle","6162","116","0.00","116","1/04/26","Jai Richards"
"C6DD331B-F3E0-4C9C-A11B-B3249D9B6BD9","Indian Bay Restaurant & Bar","Canberra","Belconnen","2617","115","0.00","115","1/04/26","Lukas Symonds"
"31291D0A-B7E7-4805-BBB4-7F47348EA149","Pot Au Pho Burguette - Mornington","Melbourne","Mornington","3931","115","0.00","115","1/04/26","Tania Marinopoulos"
"51CCF41C-8347-4E86-A70C-54FAD1DBA966","White Rhino Bar & Eats","Gold Coast","Central Area","4217","115","0.00","115","1/04/26","Pippa Keddie"
"946F976B-92B0-4413-9DCF-8A49F7682586","Ignite Bar and Shisha Lounge","Brisbane","Brisbane City","4006","115","0.00","115","1/04/26","Jessie Helyar"
"FBD01EC1-C81E-4026-AD3B-DB02DF476F91","Brothers Indian Restaurant & Cafe - Port Melbourne","Melbourne","South Melbourne","3207","0","115.00","115","NA","Tania Marinopoulos"
"F6DA998D-EC61-4593-9B2F-64A81423A553","Pearls Burgers","Sunshine Coast","Noosaville","4566","114.375","0.00","114.375","1/04/26","Mark Savaille"
"0A0714A4-599D-48A3-9053-312AF85C4652","Raja Gurih","Perth","Perth City","6000","114.375","0.00","114.375","11/04/26","Libby Egan"
"DF7A4A41-DD4C-32C6-FFEC-641EA79E7700","Burgastronomy - North Adelaide","Adelaide","Adelaide City","5006","114","0.00","114","1/04/26","Gabriella Szabo"
"3A477A46-8EBF-4BC2-BAF9-3BA596FF2FCE","Electric Avenue","Brisbane","South Brisbane","4102","113.875","0.00","113.875","1/04/26","Matthew Behan"
"83970303-3CEC-48A6-89CF-84564315DA0F","Manuka Steakhouse","Canberra","South Canberra","2603","171.25","-57.50","113.75","1/04/26","Lukas Symonds"
"628911A8-F348-4958-BD7A-8915B7FB3D14","Pickled Monkey Brewing","Sydney","Inner West","2204","113.75","0.00","113.75","1/04/26","Nader Masrour"
"94875F31-246B-4553-B05D-DF3DB27B577F","I Love Pizza - Randwick","Sydney","Eastern Beaches","2031","113.75","0.00","113.75","1/04/26","Jordan Wellard"
"40424ADD-8116-454E-A025-60ED81E2B190","Grand Bavarchi","Sydney","Parramatta","2150","77.5","36.25","113.75","1/04/26","Nader Masrour"
"8F9B5E72-BA2B-472D-BEB9-F54DE5699527","Polly Bar","Melbourne","Fitzroy","3065","113.75","0.00","113.75","1/04/26","Jay Franklin"
"2E0D96EA-A80D-47B6-875E-96AC518C6799","Phovela - QV1","Perth","Perth City","6000","113.75","0.00","113.75","1/04/26","Libby Egan"
"A352DAA2-FA1A-44E2-A8DD-9E278AE810A1","The Quarter","Melbourne","Melbourne City","3000","113.75","0.00","113.75","1/04/26","Jay Franklin"
"931E5A2B-BEEB-459E-AF0A-6CEE04DD329B","Canvas Club","Brisbane","South Brisbane","4102","113.25","0.00","113.25","1/04/26","Matthew Behan"
"4D95F191-6EE0-4E05-BEC9-39818C254B8F","The Elstern Social","Melbourne","Caulfield","3185","112.5","0.00","112.5","1/04/26","Orel Cohen Berenson"
"6D3B1644-F4C4-4769-9F31-1BAB73965F7A","Mixx Cafe","Melbourne","Clayton","3171","112.5","0.00","112.5","NA","Aaron Pantazis"
"9E77E952-B11F-4DE5-9256-1CF01DC7D011","Cartel","Sydney","Sydney City","2008","112.5","0.00","112.5","1/04/26","Elliot Rayment"
"34F76E49-BDF3-4683-A97F-0ABACDAEEAB4","Mackie Mulgrave","Melbourne","Clayton","3170","112.5","0.00","112.5","1/04/26","Tania Marinopoulos"
"BB61D3DC-5461-424E-904D-A0F4533422B5","Bar Herbs","Sydney","Sydney City","2000","112.5","0.00","112.5","1/04/26","Elliot Rayment"
"F9295AD7-A9D3-4443-9D13-DA1208147E56","Howler","Melbourne","Brunswick","3056","112.5","0.00","112.5","1/04/26","Cameron Landis"
"CD06B4BF-5F23-4D00-8880-903D2DC812A4","The Groper & His Wife","Perth","Claremont","6015","112.5","0.00","112.5","1/04/26","Libby Egan"
"82BF478F-10A0-4CA9-9E3E-444F0B95BC89","Broaster Chicken - Brighton Le Sands","Sydney","Rockdale","2216","112","0.00","112","1/04/26","Josephine Fatorma"
"D7A11CA9-0CA4-4DEB-B23B-14E3364EA5A9","Lusso Italian","Sydney","Castle Hill","2155","112","0.00","112","1/04/26","Sam Pundol"
"DB60BA1E-6F13-4760-9D3D-CC01D07CAC0E","Kathmandu Banquet","Melbourne","Essendon","3051","0","111.88","111.875","NA","Tom Mcgay"
"32647F46-F8A2-430C-828D-E00593683905","The Lord Gladstone Hotel","Sydney","Sydney City","2008","149.25","-37.50","111.75","1/04/26","Jordan Wellard"
"867E5164-76D7-4A89-B878-08DD72AE7314","Customs House Hotel - Williamstown","Melbourne","Yarraville","3016","111.75","0.00","111.75","1/04/26","Tom Mcgay"
"90759D0C-DBA9-4ADC-B1DD-5646140C908D","Running with Thieves","Perth","Freemantle","6162","111.688","0.00","111.688","16/04/26","Libby Egan"
"1479CC3C-1B3E-4286-B666-8748D5350617","St Domenico Pizza Bar","Melbourne","Richmond","3121","111.625","0.00","111.625","1/04/26","Tania Marinopoulos"
"CC253249-355E-4BC1-B046-4FCE951CAE4E","The Grand Castle Indian Restaurant","Perth","Claremont","6014","111.5","0.00","111.5","17/04/26","Jai Richards"
"CA08FBB2-F649-44E2-9DF4-24FEB3FF2FAA","Full Turn Kitchen Bar","Melbourne","Brighton","3191","111.25","0.00","111.25","1/04/26","Orel Cohen Berenson"
"071A116D-2E62-47DF-97C4-7AA772D3C31C","PARATHAAS","Melbourne","Richmond","3121","111.25","0.00","111.25","1/04/26","Cameron Landis"
"0779CC25-9F72-440A-8A7B-92FE346513C8","Pizza by Soho ","Sydney","North Sydney","2060","10","101.00","111","1/04/26","Jasmine Jung"
"551EACB9-BC60-4D7C-B78D-C4C26A09BC1A","Angus & Co - Adelaide","Adelaide","Greater Adelaide","5067","110.625","0.00","110.625","1/04/26","Gabriella Szabo"
"C8971724-B3E6-44AE-9622-186798B5E41F","Full Moon Thai Erskineville","Sydney","Inner West","2043","110.25","0.00","110.25","1/04/26","Elliot Rayment"
"BFBEFFF4-0C5A-410D-BA8D-A62376C206CF","Olive & Zaatar","Brisbane","South Brisbane","4101","110.25","0.00","110.25","1/04/26","Matthew Behan"
"78D0F6D0-AC57-48E8-840E-04A4020B65CE","La Porchetta - Lilydale","Melbourne","Ringwood","3140","110","0.00","110","1/04/26","Jessie Helyar"
"31790399-C96D-4C54-96D5-EFA3882BC9EA","Dizzybird","Sydney","Sydney City","2008","110","0.00","110","1/04/26","Jasmine Jung"
"6A0AC7DD-2B02-40D4-B616-CA655D2930B0","Vicky Browns Bar","Perth","North Perth","6007","110","0.00","110","1/04/26","Libby Egan"
"BAFEE857-32AE-45D6-8746-489D1C259B2A","Old Man Pho Melbourne Central","Melbourne","Melbourne City","3000","110","0.00","110","1/04/26","Jay Franklin"
"79F07027-20DE-413B-B8F5-F772A8EE7745","Fuoco Fetta - Coogee","Sydney","Eastern Beaches","2034","109.375","0.00","109.375","1/04/26","Jordan Wellard"
"48DCBEED-B305-4AB5-906D-675CF74BF9F0","Chickens Plus","Adelaide","North Adelaide","5011","109","0.00","109","1/04/26","Elodie Fitzsimmons"
"C9FE89A7-E15B-4A21-9B3A-6F5799067E59","The Deck - Brighton","Melbourne","Brighton","3186","109","0.00","109","1/04/26","Orel Cohen Berenson"
"AB2CF5BB-DEA8-43D1-B061-9506CA3E57D4","KingKong Bar & Restaurant","Perth","East Victoria Park","6101","109","0.00","109","1/04/26","Jai Richards"
"F7C5976F-3243-42F2-B6BD-F7E6A2AA496F","Starward Distillery & Bar","Melbourne","South Melbourne","3207","78.75","30.00","108.75","1/04/26","Tania Marinopoulos"
"2457393E-920C-4082-9E95-8963E6775493","Inlakesh Living Foods - Macquarie Centre","Sydney","Ryde","2113","108.75","0.00","108.75","1/04/26","Nader Masrour"
"0B8A548F-CABF-4CEF-9EF2-E6AAD81C9E46","Firefly Espresso Bar Pizza","Brisbane","Brisbane City","4000","0","108.75","108.75","1/04/26","Matthew Behan"
"D0765D13-72EB-4F99-B50D-BBB078769511","Hashtag Burgers and Waffles - Capalaba","Brisbane","Capalaba","4157","108.5","0.00","108.5","1/04/26","Jessie Helyar"
"C7E4AD78-C39D-4086-B891-FAA11DF5FA65","Kiwinoy Diner","Perth","North Perth","6051","108.375","0.00","108.375","1/04/26","Libby Egan"
"8CA3CEDE-631A-4E00-A98D-40DEBC032B52","Gami Chicken & Beer - Carnegie","Melbourne","Caulfield","3163","108.25","0.00","108.25","16/04/26","Tania Marinopoulos"
"7F900D88-54B4-4C14-8346-E8ED2DF4B818","Claypot Indian Restaurant & Bar ","Perth","North Perth","6050","108.125","0.00","108.125","1/04/26","Libby Egan"
"AA136699-3CE9-4854-9467-DB60C20B48AC","Alma Surfers Paradise","Gold Coast","Central Area","4217","108.125","0.00","108.125","1/04/26","Matthew Behan"
"2715D119-2430-438C-81B1-52C090EBA2C8","Layali & Co","Melbourne","Doncaster","3101","108","0.00","108","1/04/26","Nicole Orr"
"0ACE0481-7B6C-4575-9191-9681881D11DC","Dessert Culture - South Yarra","Melbourne","South Melbourne","3141","108","0.00","108","1/04/26","Tania Marinopoulos"
"90DDA702-1F7E-439D-A710-D702D28BDD40","Zambrero - Macedon Square","Melbourne","Doncaster","3107","108","0.00","108","30/04/26","Tania Marinopoulos"
"74BAB52C-1473-4F65-AA7C-9EBAAEFE398B","Satavahana Indian Restaurant","Sydney","Seven Hills","2148","108","0.00","108","1/04/26","Nader Masrour"
"A2B2EA2E-3882-4781-8D22-57D66C484E0C","David's Master Pot - Russell St","Melbourne","Melbourne City","3000","108","0.00","108","1/04/26","Jay Franklin"
"E0362E8E-EC05-4FF9-A019-AA21B897389B","Zaika Indian Cuisine And Sweets","Adelaide","North Adelaide","5083","108","0.00","108","1/04/26","Gabriella Szabo"
"7776D7C7-727E-459F-8223-BB1371508E37","El Ritmo Gin Bar","Brisbane","Brisbane City","4006","107.5","0.00","107.5","1/04/26","Matthew Behan"
"C5C715BD-14E6-412C-B9DB-492FFC419A56","Woolpack Hotel - Redfern","Sydney","Zetland","2016","107.5","0.00","107.5","1/04/26","Elliot Rayment"
"1E472CC4-196A-445E-828A-E2E41ED4E80E","Mala Mia","Adelaide","Adelaide City","5000","107.5","0.00","107.5","10/04/26","Elodie Fitzsimmons"
